CLAIM_ID,POLICY_ID,CUSTOMER_ID,CLAIM_TYPE,INCIDENT_DATE,REPORTED_DATE,CLAIM_AMOUNT,CLAIM_STATUS,SETTLEMENT_AMOUNT,PROCESSING_DAYS,FRAUD_FLAG,FRAUD_SCORE,SOURCE,CLAIM_SEVERITY
CLM000033134,POL000118514,CUST00082452,Liability,2024-09-11,2024-09-18,58033,Approved,54850,31,No,0.3531,Third Party,Low
CLM000033135,POL000053947,CUST00040592,Death,2022-12-24,2022-12-28,17022,Approved,15487,7,No,0.8707,Hospital,Medium
CLM000033136,POL000080456,CUST00089446,Accident,2025-08-09,2025-08-17,39947,Under Investigation,0,43,No,0.145,Customer,Low
CLM000033137,POL000057287,CUST00015866,Theft,2024-07-10,2024-07-11,2184460,Approved,1838779,2,No,0.6194,Hospital,Low
CLM000033138,POL000044904,CUST00099356,Travel Disruption,2024-05-15,2024-05-22,123364,Pending,0,8,Suspected,0.304,Garage,Low
CLM000033139,POL000119245,CUST00001643,Accident,2024-11-18,2024-11-23,288629,Approved,258794,13,No,0.3101,Surveyor,Low
CLM000033140,POL000027841,CUST00072715,Liability,2022-07-23,2022-07-31,15148,Approved,13252,26,No,0.5466,Surveyor,Low
CLM000033141,POL000094207,CUST00027140,Property Damage,2022-03-16,2022-03-17,402989,Approved,379201,7,No,0.5379,Third Party,Low
CLM000033142,POL000140824,CUST00052330,Theft,2022-01-04,2022-01-08,26343,Approved,23814,11,No,0.2147,Surveyor,Medium
CLM000033143,POL000137188,CUST00096398,Property Damage,2022-09-05,2022-09-12,44622,Approved,39111,32,No,0.3707,Garage,Medium
CLM000033144,POL000021103,CUST00043993,Vehicle Damage,2023-05-01,2023-05-10,45583,Partially Approved,25422,40,No,0.1899,Police,Low
CLM000033145,POL000090009,CUST00035302,Liability,2024-10-11,2024-10-21,51423,Approved,47195,18,No,0.505,Customer,Low
CLM000033146,POL000007559,CUST00017451,Accident,2022-04-19,2022-04-19,198276,Approved,163583,19,No,0.6484,Police,Low
CLM000033147,POL000149044,CUST00004934,Liability,2022-07-08,2022-07-15,1027746,Approved,1000721,23,No,0.9689,Third Party,High
CLM000033148,POL000073560,CUST00084278,Liability,2023-10-21,2023-10-25,63379,Approved,57869,15,No,0.5433,Surveyor,Low
CLM000033149,POL000078390,CUST00077941,Theft,2026-04-21,2026-04-26,38361,Approved,35505,18,No,0.9618,Garage,Medium
CLM000033150,POL000100391,CUST00009236,Property Damage,2023-02-14,2023-02-19,32612,Approved,31825,4,No,0.6896,Garage,Medium
CLM000033151,POL000051976,CUST00001291,Death,2026-08-02,2026-08-03,880337,Approved,756421,12,No,0.6357,Third Party,Low
CLM000033152,POL000107645,CUST00095608,Property Damage,2023-11-13,2023-11-19,666850,Partially Approved,454369,7,No,0.9441,Hospital,Medium
CLM000033153,POL000077382,CUST00079187,Hospitalization,2023-02-15,2023-03-04,509017,Rejected,0,23,Confirmed,0.6322,Garage,Medium
CLM000033154,POL000060436,CUST00095187,Hospitalization,2026-04-26,2026-04-28,59662,Approved,52659,8,No,0.653,Police,High
CLM000033155,POL000038932,CUST00037059,Hospitalization,2022-05-22,2022-06-01,66090,Partially Approved,28530,28,No,0.4486,Garage,Medium
CLM000033156,POL000139954,CUST00098402,Travel Disruption,2024-12-17,2024-12-19,16741,Partially Approved,7534,32,No,0.5622,Garage,Low
CLM000033157,POL000038438,CUST00092217,Accident,2024-02-19,2024-02-25,482758,Approved,419056,28,No,0.189,Garage,Low
CLM000033158,POL000031970,CUST00002805,Accident,2023-10-06,2023-10-07,94020,Approved,77724,31,No,0.9792,Third Party,Medium
CLM000033159,POL000016724,CUST00061191,Property Damage,2025-06-18,2025-06-21,190552,Approved,176799,10,No,0.5775,Customer,Medium
CLM000033160,POL000141520,CUST00069991,Death,2025-12-13,2025-12-18,4475,Under Investigation,0,8,No,0.7819,Police,Low
CLM000033161,POL000119794,CUST00069930,Travel Disruption,2023-06-24,2023-06-28,261072,Approved,231552,25,No,0.1296,Customer,High
CLM000033162,POL000035630,CUST00025597,Liability,2025-12-11,2025-12-15,64980,Approved,58299,42,No,0.7467,Garage,Low
CLM000033163,POL000021807,CUST00024596,Vehicle Damage,2024-09-17,2024-09-27,917532,Approved,887198,10,No,0.7899,Customer,Low
CLM000033164,POL000145456,CUST00057896,Vehicle Damage,2025-11-10,2025-11-16,254276,Approved,248256,19,No,0.3174,Customer,Low
CLM000033165,POL000065801,CUST00023772,Liability,2025-07-04,2025-07-05,1788377,Approved,1519811,28,No,0.1646,Hospital,Low
CLM000033166,POL000137400,CUST00084021,Hospitalization,2023-03-28,2023-03-29,98046,Rejected,0,30,Suspected,0.6326,Police,Low
CLM000033167,POL000141549,CUST00004460,Death,2023-06-24,2023-06-24,304860,Approved,283373,23,No,0.8702,Hospital,Medium
CLM000033168,POL000073932,CUST00028697,Liability,2025-07-05,2025-07-07,332469,Approved,284910,30,No,0.1629,Surveyor,Low
CLM000033169,POL000073474,CUST00095153,Travel Disruption,2024-09-07,2024-09-07,189544,Approved,152362,9,No,0.8224,Police,Low
CLM000033170,POL000051799,CUST00002140,Liability,2022-06-20,2022-06-30,110451,Approved,105027,9,No,0.7144,Hospital,Medium
CLM000033171,POL000111996,CUST00038423,Travel Disruption,2023-05-19,2023-05-21,14025,Approved,11448,17,No,0.7773,Hospital,High
CLM000033172,POL000063143,CUST00006488,Vehicle Damage,2023-12-22,2023-12-31,12364,Approved,11274,26,No,0.5785,Surveyor,Low
CLM000033173,POL000027711,CUST00054844,Accident,2025-03-23,2025-03-25,70198,Approved,63431,3,No,0.2264,Customer,Low
CLM000033174,POL000102605,CUST00006524,Vehicle Damage,2023-05-07,2023-05-21,24182,Approved,19723,18,No,0.6082,Police,Medium
CLM000033175,POL000124422,CUST00053151,Property Damage,2022-06-01,2022-06-02,724092,Rejected,0,5,Confirmed,0.0451,Customer,Low
CLM000033176,POL000080007,CUST00012379,Hospitalization,2025-07-15,2025-07-17,267432,Rejected,0,27,No,0.6147,Customer,Low
CLM000033177,POL000053185,CUST00071399,Vehicle Damage,2023-06-30,2023-07-05,34528,Approved,31284,12,No,0.2036,Customer,High
CLM000033178,POL000135824,CUST00024339,Hospitalization,2024-10-10,2024-10-14,196123,Approved,185205,27,No,0.2384,Police,High
CLM000033179,POL000038379,CUST00029466,Liability,2023-10-05,2023-10-06,23228,Approved,19958,12,No,0.5035,Garage,Medium
CLM000033180,POL000084750,CUST00081840,Hospitalization,2023-12-30,2024-01-02,726963,Approved,643315,10,No,0.1154,Surveyor,Low
CLM000033181,POL000085197,CUST00044576,Accident,2022-01-20,2022-01-21,59888,Approved,50579,14,No,0.4453,Customer,Low
CLM000033182,POL000128443,CUST00003030,Liability,2025-02-08,2025-02-22,1065684,Partially Approved,543320,35,No,0.9308,Surveyor,Medium
CLM000033183,POL000113199,CUST00070314,Theft,2022-09-15,2022-09-28,63397,Approved,61401,19,No,0.4775,Customer,Medium
CLM000033184,POL000062269,CUST00006671,Vehicle Damage,2022-07-25,2022-08-03,89435,Approved,87399,44,No,0.032,Police,Medium
CLM000033185,POL000135080,CUST00043776,Theft,2025-07-01,2025-07-02,688928,Approved,591472,15,No,0.1941,Hospital,Low
CLM000033186,POL000147137,CUST00095340,Liability,2026-05-16,2026-05-16,17686,Rejected,0,16,No,0.2897,Surveyor,Low
CLM000033187,POL000037562,CUST00083890,Theft,2024-06-23,2024-06-26,430249,Approved,418929,22,No,0.5384,Surveyor,Medium
CLM000033188,POL000015587,CUST00027404,Property Damage,2025-12-11,2025-12-12,17889,Under Investigation,0,9,No,0.1845,Customer,Medium
CLM000033189,POL000118839,CUST00065396,Death,2022-04-30,2022-05-09,74487,Under Investigation,0,6,Suspected,0.6992,Hospital,Low
CLM000033190,POL000106141,CUST00097216,Theft,2022-08-19,2022-08-28,15405,Approved,15249,28,No,0.1562,Surveyor,Low
CLM000033191,POL000060252,CUST00069046,Travel Disruption,2023-11-18,2023-11-21,105570,Approved,103984,18,No,0.4828,Hospital,Medium
CLM000033192,POL000140975,CUST00048637,Theft,2022-11-23,2022-11-25,391832,Rejected,0,19,No,0.7101,Third Party,Low
CLM000033193,POL000113349,CUST00059516,Hospitalization,2023-04-24,2023-04-27,147841,Rejected,0,8,No,0.1654,Customer,Low
CLM000033194,POL000123984,CUST00066004,Property Damage,2026-02-16,2026-02-20,42197,Approved,37894,19,No,0.4028,Garage,Medium
CLM000033195,POL000113065,CUST00093802,Death,2024-08-08,2024-08-14,236549,Rejected,0,28,No,0.749,Customer,Low
CLM000033196,POL000053359,CUST00041387,Death,2025-04-09,2025-04-14,57701,Partially Approved,31749,15,No,0.5207,Third Party,High
CLM000033197,POL000017409,CUST00021241,Death,2022-12-07,2022-12-10,3870,Pending,0,5,No,0.5409,Garage,Medium
CLM000033198,POL000129593,CUST00068838,Death,2023-06-02,2023-06-03,28668,Approved,24620,5,No,0.1803,Hospital,Low
CLM000033199,POL000001101,CUST00061091,Property Damage,2024-06-18,2024-06-24,270865,Approved,261206,39,No,0.9292,Surveyor,Medium
CLM000033200,POL000004555,CUST00077929,Accident,2022-08-19,2022-08-21,32018,Approved,31951,22,No,0.0922,Police,Medium
CLM000033201,POL000009414,CUST00079104,Travel Disruption,2022-10-22,2022-10-30,719285,Approved,662825,11,No,0.2581,Surveyor,Low
CLM000033202,POL000128813,CUST00066637,Vehicle Damage,2023-11-23,2023-11-24,44331,Pending,0,6,No,0.6991,Police,Low
CLM000033203,POL000070194,CUST00068562,Hospitalization,2023-02-18,2023-02-21,188664,Approved,179297,8,No,0.2007,Garage,Medium
CLM000033204,POL000053070,CUST00056337,Vehicle Damage,2025-09-10,2025-09-19,40682,Approved,36313,19,No,0.6746,Hospital,Low
CLM000033205,POL000062762,CUST00010163,Hospitalization,2024-12-22,2024-12-29,2307269,Approved,2045491,13,No,0.7055,Surveyor,Medium
CLM000033206,POL000071756,CUST00011394,Vehicle Damage,2024-05-06,2024-05-15,37838,Approved,34830,1,No,0.9562,Surveyor,Low
CLM000033207,POL000090907,CUST00031320,Theft,2022-06-28,2022-07-04,56881,Partially Approved,30805,22,No,0.6909,Garage,Medium
CLM000033208,POL000066854,CUST00070914,Theft,2023-09-27,2023-10-03,129609,Rejected,0,25,No,0.6102,Garage,Low
CLM000033209,POL000024666,CUST00091460,Accident,2024-03-09,2024-03-24,92027,Under Investigation,0,23,No,0.9219,Third Party,Medium
CLM000033210,POL000051976,CUST00001291,Liability,2024-06-24,2024-06-25,2083492,Approved,2066115,29,No,0.5255,Police,Medium
CLM000033211,POL000032483,CUST00011214,Death,2025-12-18,2025-12-19,36944,Approved,30665,12,No,0.1541,Police,Low
CLM000033212,POL000089568,CUST00067168,Property Damage,2024-04-15,2024-04-19,36633,Approved,29771,15,No,0.5199,Third Party,Low
CLM000033213,POL000144452,CUST00093562,Hospitalization,2022-05-26,2022-06-08,195729,Approved,159088,47,No,0.6602,Surveyor,Low
CLM000033214,POL000125115,CUST00075990,Liability,2026-08-18,2026-08-21,564491,Partially Approved,200194,14,No,0.8016,Garage,High
CLM000033215,POL000066723,CUST00015012,Hospitalization,2024-04-14,2024-04-24,234430,Rejected,0,22,No,0.2888,Surveyor,Medium
CLM000033216,POL000009765,CUST00077726,Liability,2022-02-12,2022-02-24,74292,Pending,0,41,No,0.1673,Police,Medium
CLM000033217,POL000144810,CUST00094368,Travel Disruption,2024-12-24,2024-12-29,11046,Partially Approved,7667,24,No,0.0557,Customer,Medium
CLM000033218,POL000112296,CUST00042900,Death,2025-01-17,2025-02-01,14825,Approved,14766,44,No,0.8145,Hospital,High
CLM000033219,POL000063309,CUST00012571,Liability,2024-12-30,2025-01-07,1091520,Approved,906114,23,No,0.7104,Police,Low
CLM000033220,POL000061875,CUST00007594,Vehicle Damage,2026-05-17,2026-05-19,34697,Approved,33745,22,No,0.1691,Customer,Medium
CLM000033221,POL000029100,CUST00005216,Liability,2022-08-30,2022-09-05,32068,Under Investigation,0,22,No,0.3445,Customer,Low
CLM000033222,POL000047784,CUST00050706,Vehicle Damage,2026-03-14,2026-03-18,116880,Partially Approved,61316,34,No,0.0514,Garage,Medium
CLM000033223,POL000147680,CUST00091297,Theft,2024-08-21,2024-08-26,129150,Pending,0,19,No,0.4818,Surveyor,Medium
CLM000033224,POL000097514,CUST00089017,Travel Disruption,2026-06-25,2026-06-29,177841,Approved,167346,12,No,0.9105,Customer,Medium
CLM000033225,POL000117876,CUST00001519,Theft,2023-11-11,2023-11-20,43570,Approved,40479,5,No,0.2834,Hospital,Medium
CLM000033226,POL000046127,CUST00034415,Hospitalization,2025-03-07,2025-03-07,32591,Approved,29786,60,No,0.5602,Hospital,Medium
CLM000033227,POL000099640,CUST00098366,Death,2024-12-10,2024-12-23,733853,Approved,660421,15,No,0.3287,Police,High
CLM000033228,POL000062391,CUST00017070,Death,2023-04-24,2023-04-28,34997,Approved,33024,17,No,0.994,Surveyor,Medium
CLM000033229,POL000092359,CUST00090893,Hospitalization,2026-03-20,2026-03-20,76177,Approved,67357,21,No,0.3792,Police,Low
CLM000033230,POL000139097,CUST00084157,Liability,2024-12-25,2025-01-05,5507576,Rejected,0,12,Confirmed,0.87,Customer,Medium
CLM000033231,POL000093295,CUST00047786,Theft,2024-09-11,2024-09-13,19084,Approved,15947,4,No,0.9136,Customer,Low
CLM000033232,POL000074316,CUST00040563,Travel Disruption,2026-04-01,2026-04-06,37515,Approved,31210,19,No,0.5736,Garage,Low
CLM000033233,POL000042773,CUST00071816,Accident,2023-02-23,2023-03-08,21765,Approved,19165,20,No,0.2119,Hospital,Medium
CLM000033234,POL000101272,CUST00015220,Travel Disruption,2024-06-06,2024-06-07,78051,Approved,64797,29,No,0.6672,Hospital,Medium
CLM000033235,POL000070709,CUST00087437,Vehicle Damage,2023-11-23,2023-11-25,186576,Approved,169967,12,No,0.7188,Surveyor,Low
CLM000033236,POL000102669,CUST00058217,Liability,2024-03-17,2024-03-19,35862,Approved,32853,17,No,0.1151,Customer,Low
CLM000033237,POL000140912,CUST00098422,Vehicle Damage,2025-06-01,2025-06-04,224675,Rejected,0,17,Confirmed,0.0981,Customer,Medium
CLM000033238,POL000007547,CUST00030143,Accident,2024-11-27,2024-12-02,209366,Partially Approved,76207,18,No,0.4747,Customer,Low
CLM000033239,POL000085993,CUST00082044,Travel Disruption,2022-05-30,2022-06-02,92936,Approved,88395,15,Suspected,0.6969,Third Party,Low
CLM000033240,POL000076708,CUST00097655,Liability,2024-03-11,2024-03-12,18690,Approved,17296,12,No,0.2256,Customer,Low
CLM000033241,POL000087974,CUST00089680,Property Damage,2022-05-28,2022-06-04,426940,Approved,411610,22,No,0.1924,Hospital,Medium
CLM000033242,POL000138817,CUST00013286,Theft,2024-10-30,2024-10-31,30515,Rejected,0,35,No,0.8228,Customer,Medium
CLM000033243,POL000009764,CUST00067316,Theft,2025-07-07,2025-07-13,54766,Approved,49318,22,No,0.1604,Hospital,Low
CLM000033244,POL000051631,CUST00060319,Liability,2023-06-01,2023-06-07,1550862,Rejected,0,9,No,0.9734,Hospital,Low
CLM000033245,POL000131699,CUST00095450,Liability,2025-11-19,2025-11-22,15610,Rejected,0,27,No,0.5622,Surveyor,Low
CLM000033246,POL000089622,CUST00027031,Death,2022-09-11,2022-09-11,458756,Pending,0,30,No,0.9588,Garage,Medium
CLM000033247,POL000104515,CUST00080432,Accident,2023-04-23,2023-05-06,1775891,Rejected,0,12,No,0.8629,Third Party,Medium
CLM000033248,POL000102647,CUST00019175,Death,2025-02-25,2025-03-08,58144,Pending,0,14,No,0.8652,Third Party,Low
CLM000033249,POL000004393,CUST00055216,Liability,2023-11-25,2023-11-28,680362,Approved,560522,22,No,0.5841,Third Party,Medium
CLM000033250,POL000060179,CUST00029032,Accident,2023-04-12,2023-04-17,668565,Pending,0,14,No,0.8029,Hospital,Low
CLM000033251,POL000123214,CUST00017590,Theft,2023-05-16,2023-06-04,1099109,Rejected,0,13,No,0.3238,Hospital,Low
CLM000033252,POL000024524,CUST00086387,Travel Disruption,2025-07-27,2025-08-02,215170,Approved,207446,40,No,0.5654,Customer,Medium
CLM000033253,POL000082963,CUST00027207,Accident,2022-05-23,2022-06-03,37711,Approved,34067,63,No,0.9171,Third Party,Medium
CLM000033254,POL000091304,CUST00018082,Theft,2024-10-11,2024-10-22,72263,Approved,62517,8,No,0.8006,Third Party,Medium
CLM000033255,POL000056195,CUST00098383,Hospitalization,2026-03-18,2026-03-21,534954,Approved,504414,9,No,0.4305,Hospital,High
CLM000033256,POL000039073,CUST00002303,Travel Disruption,2022-08-16,2022-08-17,157709,Approved,142796,15,No,0.302,Surveyor,Medium
CLM000033257,POL000024394,CUST00013446,Theft,2022-06-19,2022-06-20,1049824,Approved,956080,9,No,0.1033,Garage,Low
CLM000033258,POL000145313,CUST00027157,Travel Disruption,2025-09-09,2025-09-12,31999,Under Investigation,0,14,No,0.0857,Surveyor,Low
CLM000033259,POL000142619,CUST00002800,Property Damage,2022-08-10,2022-08-18,354270,Pending,0,20,No,0.5077,Surveyor,Low
CLM000033260,POL000091490,CUST00010320,Vehicle Damage,2023-02-26,2023-02-28,138594,Partially Approved,74572,16,No,0.7547,Third Party,High
CLM000033261,POL000075996,CUST00021000,Theft,2025-05-20,2025-05-21,56268,Approved,47693,14,No,0.5669,Police,Medium
CLM000033262,POL000048426,CUST00094392,Property Damage,2024-10-20,2024-10-24,1938074,Approved,1782781,15,No,0.1455,Third Party,Medium
CLM000033263,POL000073722,CUST00013673,Travel Disruption,2024-07-09,2024-07-18,74491,Pending,0,11,No,0.6484,Customer,Medium
CLM000033264,POL000070771,CUST00082595,Vehicle Damage,2026-07-19,2026-07-22,7597,Pending,0,11,No,0.7691,Third Party,Low
CLM000033265,POL000010033,CUST00095338,Vehicle Damage,2023-08-11,2023-08-13,29980,Approved,29008,12,No,0.7832,Police,Low
CLM000033266,POL000015992,CUST00035873,Vehicle Damage,2025-04-12,2025-04-14,10430,Approved,9638,8,No,0.3366,Police,Low
CLM000033267,POL000138335,CUST00080553,Theft,2025-02-05,2025-02-14,605941,Approved,586359,22,No,0.4694,Customer,Medium
CLM000033268,POL000130575,CUST00045664,Property Damage,2025-10-26,2025-11-04,90867,Approved,79882,8,No,0.8519,Hospital,Medium
CLM000033269,POL000038125,CUST00042122,Theft,2024-10-05,2024-10-07,559899,Approved,464406,26,No,0.3318,Third Party,Low
CLM000033270,POL000142974,CUST00021175,Travel Disruption,2026-03-20,2026-03-24,1418313,Approved,1382368,30,No,0.301,Police,Medium
CLM000033271,POL000103893,CUST00088296,Hospitalization,2025-07-20,2025-07-24,71112,Approved,67148,36,No,0.9246,Police,Medium
CLM000033272,POL000039931,CUST00012702,Theft,2024-05-26,2024-06-01,48702,Approved,42197,34,No,0.003,Surveyor,Low
CLM000033273,POL000009423,CUST00007465,Death,2024-07-29,2024-08-05,81681,Approved,76438,38,No,0.8455,Surveyor,Medium
CLM000033274,POL000020232,CUST00063144,Vehicle Damage,2026-04-27,2026-05-01,10856,Approved,9684,7,No,0.7052,Hospital,Medium
CLM000033275,POL000111348,CUST00009888,Accident,2026-04-11,2026-04-30,1311802,Under Investigation,0,41,No,0.218,Hospital,Medium
CLM000033276,POL000138810,CUST00054625,Theft,2025-04-12,2025-04-22,120431,Approved,104059,30,No,0.5345,Customer,Low
CLM000033277,POL000028391,CUST00037012,Property Damage,2024-05-24,2024-05-29,23188,Under Investigation,0,69,No,0.5117,Garage,Low
CLM000033278,POL000039879,CUST00075300,Accident,2022-03-15,2022-03-17,191366,Partially Approved,99364,33,No,0.7799,Garage,Low
CLM000033279,POL000093698,CUST00022771,Theft,2022-04-30,2022-05-06,189228,Approved,175086,30,No,0.7125,Police,Medium
CLM000033280,POL000003549,CUST00096894,Travel Disruption,2023-09-26,2023-10-06,1045229,Rejected,0,12,No,0.4655,Surveyor,Low
CLM000033281,POL000102798,CUST00062961,Theft,2025-07-29,2025-08-02,432351,Approved,358748,11,No,0.9346,Surveyor,Medium
CLM000033282,POL000004646,CUST00015839,Property Damage,2024-07-28,2024-07-28,108926,Approved,95489,16,Suspected,0.9212,Third Party,Low
CLM000033283,POL000077575,CUST00009003,Accident,2026-05-29,2026-05-31,196631,Pending,0,22,No,0.6862,Hospital,Low
CLM000033284,POL000021720,CUST00031889,Death,2022-05-18,2022-05-28,466025,Approved,444209,17,No,0.2213,Customer,High
CLM000033285,POL000097829,CUST00024924,Hospitalization,2025-09-04,2025-09-08,102948,Approved,83554,3,No,0.8026,Police,Medium
CLM000033286,POL000025598,CUST00032170,Accident,2025-08-07,2025-08-14,253377,Under Investigation,0,22,No,0.5898,Police,Low
CLM000033287,POL000082928,CUST00091934,Vehicle Damage,2026-03-26,2026-03-28,181041,Approved,153412,20,No,0.5222,Third Party,Medium
CLM000033288,POL000110401,CUST00063193,Hospitalization,2024-07-19,2024-07-25,201217,Approved,198835,4,No,0.1044,Third Party,Low
CLM000033289,POL000038504,CUST00030749,Liability,2022-11-25,2022-11-27,1666055,Approved,1494414,35,No,0.8723,Police,Low
CLM000033290,POL000022502,CUST00053716,Liability,2022-10-16,2022-10-23,156856,Approved,133389,26,No,0.1608,Third Party,Medium
CLM000033291,POL000130843,CUST00052414,Accident,2025-06-08,2025-06-16,70472,Approved,60364,13,No,0.5132,Surveyor,Low
CLM000033292,POL000071196,CUST00096773,Property Damage,2024-12-08,2024-12-11,386515,Approved,363862,34,No,0.377,Third Party,High
CLM000033293,POL000001977,CUST00032713,Death,2026-07-05,2026-07-10,19609,Approved,17758,13,No,0.3959,Hospital,High
CLM000033294,POL000122354,CUST00041144,Liability,2023-08-23,2023-08-29,279596,Pending,0,20,No,0.4649,Police,Low
